pl_name,is_exoplanet,hostname,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-125 b,FALSE POSITIVE,K2-125,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,21.750264,0.00199,-0.001957,0.0,0.121,0.004,-0.005,0.0,2.18,0.19,-0.18,0.0,0.19448657,0.01695066,-0.01605852,0.0,,,,,,,,,,0.08,0.161049,-0.066906,0.0,2.0,0.3,-0.3,0.0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3654.47,99.56,-92.33,0.0,0.402049,0.031322,-0.03056,0.0,0.494727,0.050755,-0.057375,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m34.05s,204.1418754,-14d56m52.15s,-14.9478195,124.156,0.83,-0.83,16.4,0.2,-0.2,11.802,0.023,-0.023,15.1508,0.000633,-0.000633,2017-10-03,2017-11,2017-10-05
K2-126 b,FALSE POSITIVE,K2-126,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.385655,0.000501,-0.000509,0.0,0.0656,0.0004,-0.0004,0.0,1.97,0.12,-0.12,0.0,0.17575163,0.01070568,-0.01070568,0.0,,,,,,,,,,,,,,,,,,601.0,13.0,-13.0,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4339.0,92.0,-92.0,0.0,0.65,0.01,-0.01,0.0,0.69,0.01,-0.01,0.0,0.02,0.14,-0.14,0.0,[Fe/H],4.66,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m11.21s,203.5467021,-13d34m37.09s,-13.5769705,102.953,0.777,-0.766,12.759,0.069,-0.069,9.712,0.021,-0.021,12.4013,0.000397,-0.000397,2018-10-24,2018-12,2018-10-26
K2-127 b,FALSE POSITIVE,K2-127,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.588163,2.8e-05,-2.9e-05,0.0,0.0411,0.0002,-0.0002,0.0,8.37,0.33,-0.33,0.0,0.74672138,0.02944063,-0.02944063,0.0,,,,,,,,,,,,,,,,,,809.0,15.0,-15.0,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4575.0,74.0,-74.0,0.0,0.66,0.01,-0.01,0.0,0.72,0.01,-0.01,0.0,-0.11,0.06,-0.06,0.0,[Fe/H],4.65,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m18.79s,207.0782895,-11d35m20.36s,-11.5889878,709.999,20.526,-19.423,15.041,0.057,-0.057,12.793,0.033,-0.033,14.7871,0.000534,-0.000534,2018-10-24,2018-12,2018-10-26
K2-128 b,FALSE POSITIVE,K2-128,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,5.675819,0.000411,-0.000414,0.0,0.056,0.002,-0.002,0.0,1.42,0.16,-0.13,0.0,0.12668391,0.01427424,-0.01159782,0.0,,,,,,,,,,0.23,0.220222,-0.19371,0.0,68.8,11.1,-9.7,0.0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4469.51,171.97,-145.15,0.0,0.777569,0.076202,-0.060808,0.0,0.711248,0.071125,-0.071125,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h37m45.04s,204.4376666,-08d35m49.51s,-8.5970858,114.637,0.93,-0.915,12.58,0.08,-0.08,9.815,0.021,-0.021,12.2204,0.000672,-0.000672,2017-10-03,2017-11,2017-10-05
K2-129 b,FALSE POSITIVE,K2-129,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,8.239493,0.000292,-0.000291,0.0,0.057,0.003,-0.004,0.0,1.04,0.1,-0.09,0.0,0.09278259,0.0089214,-0.00802926,0.0,,,,,,,,,,0.13,0.210105,-0.109504,0.0,4.5,0.6,-0.5,0.0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3459.09,89.05,-83.62,0.0,0.36001,0.030968,-0.029677,0.0,0.360031,0.067677,-0.074196,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m35.65s,289.1485491,-25d38m46.76s,-25.6463233,27.7957,0.0746,-0.0742,13.639,0.019,-0.019,8.852,0.021,-0.021,12.4624,0.000862,-0.000862,2017-10-03,2017-11,2017-10-05
K2-13 b,FALSE POSITIVE,K2-13,CONFIRMED,Montet et al. 2015,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,39.91488,0.32477,-0.32477,0.0,0.2114,0.0061,-0.0061,0.0,1.89,0.95,-0.95,0.0,0.16861451,0.08475332,-0.08475332,0.0,,,,,,,,,,,,,,,,,,511.0,126.0,-126.0,0.0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5698.0,45.0,-82.0,0.0,0.78,0.09,-0.05,0.0,0.8,0.04,-0.04,0.0,-0.54,0.12,-0.14,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m37.31s,170.1554763,+02d30m09.91s,2.5027534,342.394,4.436,-4.326,12.882,0.046,-0.046,11.169,0.026,-0.026,12.739,0.000294,-0.000294,2015-07-13,2015-08,2015-07-16
K2-130 b,FALSE POSITIVE,K2-130,CONFIRMED,Dressing et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.49412,0.000132,-0.000128,0.0,0.032,0.001,-0.001,0.0,1.25,0.2,-0.14,0.0,0.11151753,0.0178428,-0.01248996,0.0,,,,,,,,,,0.17,0.220344,-0.135968,0.0,136.4,45.8,-35.8,0.0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4356.47,196.73,-172.4,0.0,0.744261,0.111278,-0.077683,0.0,0.69563,0.069563,-0.069563,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m04.93s,290.2705419,-19d41m27.15s,-19.6908744,118.011,0.519,-0.514,12.676,0.092,-0.092,9.858,0.023,-0.023,12.3253,0.000203,-0.000203,2017-10-03,2017-11,2017-10-05
K2-131 b,FALSE POSITIVE,K2-131,CONFIRMED,Dai et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.3693038,9.1e-06,-9.1e-06,0.0,0.00936,0.00014,-0.00014,0.0,1.69,0.085,-0.058,0.0,0.15077196,0.00758321,-0.00517442,0.0,7.9,1.3,-1.3,0.0,0.02485618,0.00409026,-0.00409026,0.0,Mass,0.0,,,0.0,4070.0,280.0,-280.0,0.0,2223.0,37.0,-37.0,0.0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5120.0,71.0,-71.0,0.0,0.7595,0.0087,-0.0089,0.0,0.803,0.034,-0.034,0.0,-0.04,0.07,-0.07,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h11m00.34s,182.751404,-09d45m54.86s,-9.7652392,152.509,1.079,-1.063,12.129,0.092,-0.092,10.051,0.026,-0.026,11.8999,0.000602,-0.000602,2023-04-17,2023-04,2023-04-17
K2-132 b,FALSE POSITIVE,K2-132,CONFIRMED,Grunblatt et al. 2017,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,9.1751,0.0023,-0.0027,0.0,,,,,14.5717,0.78463,-0.78463,0.0,1.3,0.07,-0.07,0.0,155.7367,19.0698,-19.0698,0.0,0.49,0.06,-0.06,0.0,Mass,,,,,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..254G/abstract target=ref>Grunblatt et al. 2017</a>,,4840.0,90.0,-90.0,0.0,3.85,0.13,-0.13,0.0,1.08,0.08,-0.08,0.0,-0.01,0.08,-0.08,0.0,[Fe/H],3.297,0.007,-0.007,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h08m39.90s,182.1662666,-08d44m49.98s,-8.7472172,609.818,17.942,-16.962,12.071,0.069,-0.069,9.54,0.023,-0.023,11.64,0.000572,-0.000572,2025-06-26,2017-12,2017-10-19
K2-133 b,FALSE POSITIVE,K2-133,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,3.07133,0.00011,-0.00011,0.0,0.03194,0.00025,-0.00026,0.0,1.34,0.077,-0.076,0.0,0.11954679,0.00686948,-0.00678027,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,M1.5 V,3655.0,80.0,-80.0,0.0,0.455,0.022,-0.022,0.0,0.461,0.011,-0.011,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.000311,-0.000311,2019-05-20,2019-08,2019-05-23
K2-133 c,FALSE POSITIVE,K2-133,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,4.86784,0.00012,-0.00012,0.0,0.04341,0.00034,-0.00035,0.0,1.603,0.09,-0.088,0.0,0.14301008,0.00802926,-0.00785083,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,M1.5 V,3655.0,80.0,-80.0,0.0,0.455,0.022,-0.022,0.0,0.461,0.011,-0.011,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.000311,-0.000311,2019-05-20,2019-08,2019-05-23
K2-133 d,FALSE POSITIVE,K2-133,CONFIRMED,Wells et al. 2018,1,4,Transit,2017,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,11.02454,0.00036,-0.00035,0.0,0.07487,0.00059,-0.0006,0.0,2.003,0.107,-0.107,0.0,0.17869569,0.0095459,-0.0095459,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,M1.5 V,3655.0,80.0,-80.0,0.0,0.455,0.022,-0.022,0.0,0.461,0.011,-0.011,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.000311,-0.000311,2019-05-20,2019-08,2019-05-23
K2-133 e,FALSE POSITIVE,K2-133,CONFIRMED,Wells et al. 2019,1,4,Transit,2019,K2,Published Confirmed,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,26.5841,0.0018,-0.0017,0.0,0.1346,0.0011,-0.0011,0.0,1.73,0.14,-0.13,0.0,0.15434026,0.01248996,-0.01159782,0.0,,,,,,,,,,,,,,1.8,0.25,-0.23,0.0,296.0,10.0,-10.0,0.0,0,<a refstr=WELLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1865W/abstract target=ref>Wells et al. 2019</a>,M1.5 V,3655.0,80.0,-80.0,0.0,0.455,0.022,-0.022,0.0,0.461,0.011,-0.011,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h40m35.85s,70.1493775,+25d00m35.33s,25.0098135,75.1703,0.2012,-0.2012,14.073,0.014,-0.014,10.279,0.018,-0.018,13.3245,0.000311,-0.000311,2019-05-20,2019-08,2019-05-23
K2-136 b,CANDIDATE,K2-136,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,7.9752,0.00079,-0.00079,0.0,0.0707,0.0012,-0.0012,0.0,1.014,0.05,-0.049,0.0,0.09046318,0.00446071,-0.00437149,0.0,4.3,,,1.0,0.01352931,,,1.0,Mass,0.14,0.12,-0.11,0.0,33.5,1.6,-1.5,0.0,610.0,,,0.0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.039,-0.038,0.0,-0.02,0.08,-0.08,0.0,[M/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,2023-04-10,2023-04,2023-04-10
K2-136 c,FALSE POSITIVE,K2-136,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,17.30713,0.00027,-0.00027,0.0,0.1185,0.002,-0.0021,0.0,3.0,0.13,-0.13,0.0,0.26764253,0.01159784,-0.01159784,0.0,18.1,1.9,-1.8,0.0,0.05694897,0.00597807,-0.00566343,0.0,Mass,0.047,0.062,-0.034,0.0,11.91,0.57,-0.53,0.0,470.0,,,0.0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.039,-0.038,0.0,-0.02,0.08,-0.08,0.0,[M/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,2023-04-10,2023-04,2023-04-10
K2-136 d,CANDIDATE,K2-136,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,25.575,0.0024,-0.0023,0.0,0.1538,0.0026,-0.0027,0.0,1.565,0.077,-0.076,0.0,0.13962019,0.00686949,-0.00678028,0.0,3.0,,,1.0,0.00943906,,,1.0,Mass,0.071,0.063,-0.049,0.0,7.07,0.34,-0.32,0.0,420.0,,,0.0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500.0,125.0,-75.0,0.0,0.677,0.027,-0.027,0.0,0.742,0.039,-0.038,0.0,-0.02,0.08,-0.08,0.0,[M/H],4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,2023-04-10,2023-04,2023-04-10
K2-137 b,FALSE POSITIVE,K2-137,CONFIRMED,Smith et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.179719,2.8e-05,-2.8e-05,0.0,,,,,0.64,0.1,-0.1,0.0,0.05709707,0.00892142,-0.00892142,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3697.0,109.0,-109.0,0.0,0.29,0.06,-0.06,0.0,,,,,-0.059,0.18,-0.18,0.0,[Fe/H],5.0,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m28.90s,186.870426,-06d11m42.78s,-6.1952168,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,14.4345,0.000618,-0.000618,2022-03-28,2021-08,2022-03-28
K2-138 b,FALSE POSITIVE,K2-138,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2.35309,0.00022,-0.00022,0.0,0.03385,0.00023,-0.00029,0.0,1.51,0.11,-0.084,0.0,0.13471318,0.00981354,-0.00749398,0.0,3.1,1.05,-1.05,0.0,0.00975364,0.00330365,-0.00330365,0.0,Mass,0.048,0.054,-0.033,0.0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.019,-0.023,0.0,0.14,0.04,-0.04,0.0,[M/H],4.54,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,2021-03-12,2019-11,2021-03-18
K2-138 c,FALSE POSITIVE,K2-138,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,3.56004,0.00012,-0.00011,0.0,0.04461,0.0003,-0.00038,0.0,2.299,0.12,-0.087,0.0,0.20510304,0.01070568,-0.00776162,0.0,6.31,1.13,-1.23,0.0,0.01985338,0.00355536,-0.00386999,0.0,Mass,0.045,0.051,-0.032,0.0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.019,-0.023,0.0,0.14,0.04,-0.04,0.0,[M/H],4.54,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,2021-03-12,2019-11,2021-03-18
K2-138 d,FALSE POSITIVE,K2-138,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5.40479,0.00021,-0.00021,0.0,0.05893,0.0004,-0.0005,0.0,2.39,0.104,-0.084,0.0,0.21322152,0.00927826,-0.00749398,0.0,7.92,1.39,-1.35,0.0,0.02491898,0.00437341,-0.00424755,0.0,Mass,0.043,0.041,-0.03,0.0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.019,-0.023,0.0,0.14,0.04,-0.04,0.0,[M/H],4.54,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,2021-03-12,2019-11,2021-03-18
K2-138 e,FALSE POSITIVE,K2-138,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,8.26146,0.00021,-0.00022,0.0,0.0782,0.00053,-0.00066,0.0,3.39,0.156,-0.11,0.0,0.30243554,0.01391739,-0.00981354,0.0,12.97,1.98,-1.99,0.0,0.04080798,0.00622975,-0.00626121,0.0,Mass,0.077,0.048,-0.049,0.0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0.0,0.863,0.031,-0.018,0.0,0.935,0.019,-0.023,0.0,0.14,0.04,-0.04,0.0,[M/H],4.54,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,2021-03-12,2019-11,2021-03-18
